key,Model,rating,License,Organization,date
dbrx-instruct-preview,DBRX-Instruct-Preview,1101.2493889582665,DBRX LICENSE,Databricks,20240527
deepseek-llm-67b-chat,DeepSeek-LLM-67B-Chat,1077.0162796275438,DeepSeek License,DeepSeek AI,20240527
dolly-v2-12b,Dolly-V2-12B,822.4442964063653,MIT,Databricks,20240527
dolphin-2.2.1-mistral-7b,Dolphin-2.2.1-Mistral-7B,1062.7885072791803,Apache-2.0,Cognitive Computations,20240527
falcon-180b-chat,falcon-180b-chat,1033.3181198705297,Falcon-180B TII License,TII,20240527
fastchat-t5-3b,FastChat-T5-3B,867.67293164878,Apache 2.0,LMSYS,20240527
gemini-1.5-flash-api-0514,Gemini-1.5-Flash-001,1231.6082654926943,Proprietary,Google,20240527
gemini-1.5-pro-api-0409-preview,Gemini-1.5-Pro-Preview-0409,1257.587691928012,Proprietary,Google,20240527
gemini-1.5-pro-api-0514,Gemini-1.5-Pro-001,1267.9230483038355,Proprietary,Google,20240527
gemini-advanced-0514,Gemini Advanced App (2024-05-14),1267.0459888983132,Proprietary,Google,20240527
gemini-pro,Gemini Pro,1110.8229260226897,Proprietary,Google,20240527
gemini-pro-dev-api,Gemini-1.0-Pro-001,1130.9197608789896,Proprietary,Google,20240527
gemma-1.1-2b-it,Gemma-1.1-2b-it,1019.3623992939663,Gemma license,Google,20240527
gemma-1.1-7b-it,Gemma-1.1-7B-it,1083.5411200441026,Gemma license,Google,20240527
gemma-2b-it,Gemma-2B-it,988.7202602939976,Gemma license,Google,20240527
gemma-7b-it,Gemma-7B-it,1037.0422911121777,Gemma license,Google,20240527
glm-4-0116,GLM-4-0116,1183.5287727192738,Proprietary,Zhipu AI,20240527
gpt-3.5-turbo-0125,GPT-3.5-Turbo-0125,1101.8336978440088,Proprietary,OpenAI,20240527
gpt-3.5-turbo-0314,GPT-3.5-Turbo-0314,1105.6793904996384,Proprietary,OpenAI,20240527
gpt-3.5-turbo-0613,GPT-3.5-Turbo-0613,1116.6103316300648,Proprietary,OpenAI,20240527
gpt-3.5-turbo-1106,GPT-3.5-Turbo-1106,1067.763468249581,Proprietary,OpenAI,20240527
gpt-4-0125-preview,GPT-4-0125-preview,1246.365785638757,Proprietary,OpenAI,20240527
gpt-4-0314,GPT-4-0314,1185.938692618714,Proprietary,OpenAI,20240527
gpt-4-0613,GPT-4-0613,1161.1502830769543,Proprietary,OpenAI,20240527
gpt-4-1106-preview,GPT-4-1106-preview,1251.71644859897,Proprietary,OpenAI,20240527
gpt-4-turbo-2024-04-09,GPT-4-Turbo-2024-04-09,1256.3529860534006,Proprietary,OpenAI,20240527
gpt-4o-2024-05-13,GPT-4o-2024-05-13,1287.105368804916,Proprietary,OpenAI,20240527
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,931.5064154007591,Non-commercial,Nomic AI,20240527
guanaco-33b,Guanaco-33B,1031.7558582628883,Non-commercial,UW,20240527
koala-13b,Koala-13B,963.4979042424204,Non-commercial,UC Berkeley,20240527
llama-13b,LLaMA-13B,798.3501035156448,Non-commercial,Meta,20240527
llama-2-13b-chat,Llama-2-13b-chat,1062.9508238363505,Llama 2 Community,Meta,20240527
llama-2-70b-chat,Llama-2-70B-chat,1092.7176476066384,Llama 2 Community,Meta,20240527
llama-2-7b-chat,Llama-2-7B-chat,1036.6041002899792,Llama 2 Community,Meta,20240527
llama-3-70b-instruct,Llama-3-70B-Instruct,1208.099343487709,Llama 3 Community,Meta,20240527
llama-3-8b-instruct,Llama-3-8B-Instruct,1153.2444375133803,Llama 3 Community,Meta,20240527
llama2-70b-steerlm-chat,NV-Llama2-70B-SteerLM-Chat,1080.1981791196124,Llama 2 Community,Nvidia,20240527
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,1007.9758907919737,Apache 2.0,Mistral,20240527
mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,1071.8204246083696,Apache-2.0,Mistral,20240527
mistral-large-2402,Mistral-Large-2402,1155.990642655412,Proprietary,Mistral,20240527
mistral-medium,Mistral Medium,1147.67290509094,Proprietary,Mistral,20240527
mistral-next,Mistral-Next,1123.8786913650763,Proprietary,Mistral,20240527
mixtral-8x22b-instruct-v0.1,Mixtral-8x22b-Instruct-v0.1,1145.6025933875073,Apache 2.0,Mistral,20240527
mixtral-8x7b-instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,1114.0,Apache 2.0,Mistral,20240527
mpt-30b-chat,MPT-30B-chat,1045.12851653617,CC-BY-NC-SA-4.0,MosaicML,20240527
mpt-7b-chat,MPT-7B-Chat,927.2304295732964,CC-BY-NC-SA-4.0,MosaicML,20240527
nous-hermes-2-mixtral-8x7b-dpo,Nous-Hermes-2-Mixtral-8x7B-DPO,1083.6375885096845,Apache-2.0,NousResearch,20240527
oasst-pythia-12b,OpenAssistant-Pythia-12B,892.9616745345571,Apache 2.0,OpenAssistant,20240527
olmo-7b-instruct,OLMo-7B-instruct,1014.6837656313124,Apache-2.0,Allen AI,20240527
openchat-3.5,OpenChat-3.5,1076.357147345946,Apache-2.0,OpenChat,20240527
openchat-3.5-0106,OpenChat-3.5-0106,1090.6112110499296,Apache-2.0,OpenChat,20240527
openhermes-2.5-mistral-7b,OpenHermes-2.5-Mistral-7B,1074.2136090542194,Apache-2.0,NousResearch,20240527
palm-2,PaLM-Chat-Bison-001,1003.2792143743336,Proprietary,Google,20240527
phi-3-mini-128k-instruct,Phi-3-Mini-128k-Instruct,1036.937488264663,MIT,Microsoft,20240527
phi-3-mini-4k-instruct,Phi-3-Mini-4k-Instruct,1067.4421762278273,MIT,Microsoft,20240527
pplx-70b-online,pplx-70B-online,1077.363246878969,Proprietary,Perplexity AI,20240527
pplx-7b-online,pplx-7B-online,1044.4591191528175,Proprietary,Perplexity AI,20240527
qwen-14b-chat,Qwen-14B-Chat,1034.1478004093924,Qianwen LICENSE,Alibaba,20240527
qwen-max-0428,Qwen-Max-0428,1183.7547666508633,Proprietary,Alibaba,20240527
qwen1.5-110b-chat,Qwen1.5-110B-Chat,1163.6293615060222,Qianwen LICENSE,Alibaba,20240527
qwen1.5-14b-chat,Qwen1.5-14B-Chat,1108.1849559560737,Qianwen LICENSE,Alibaba,20240527
qwen1.5-32b-chat,Qwen1.5-32B-Chat,1126.0119160743047,Qianwen LICENSE,Alibaba,20240527
qwen1.5-4b-chat,Qwen1.5-4B-Chat,988.0408348318385,Qianwen LICENSE,Alibaba,20240527
qwen1.5-72b-chat,Qwen1.5-72B-Chat,1147.177299852425,Qianwen LICENSE,Alibaba,20240527
qwen1.5-7b-chat,Qwen1.5-7B-Chat,1069.4475117649652,Qianwen LICENSE,Alibaba,20240527
reka-core-20240501,Reka-Core-20240501,1200.9729406374008,Proprietary,Reka AI,20240527
reka-flash-21b-20240226,Reka-Flash-21B,1148.002738441216,Proprietary,Reka AI,20240527
reka-flash-21b-20240226-online,Reka-Flash-21B-online,1156.0191752406495,Proprietary,Reka AI,20240527
snowflake-arctic-instruct,Snowflake Arctic Instruct,1089.3870615941828,Apache 2.0,Snowflake,20240527
solar-10.7b-instruct-v1.0,SOLAR-10.7B-Instruct-v1.0,1062.3355854483036,CC-BY-NC-4.0,Upstage AI,20240527
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,839.9512076468499,CC-BY-NC-SA-4.0,Stability AI,20240527
starling-lm-7b-alpha,Starling-LM-7B-alpha,1088.0123215022368,CC-BY-NC-4.0,UC Berkeley,20240527
starling-lm-7b-beta,Starling-LM-7B-beta,1118.5473607285965,Apache-2.0,Nexusflow,20240527
stripedhyena-nous-7b,StripedHyena-Nous-7B,1017.2424963818156,Apache 2.0,Together AI,20240527
tulu-2-dpo-70b,Tulu-2-DPO-70B,1098.9084221793883,AI2 ImpACT Low-risk,AllenAI/UW,20240527
vicuna-13b,Vicuna-13B,1041.3844335792942,Llama 2 Community,LMSYS,20240527
vicuna-33b,Vicuna-33B,1090.251942070092,Non-commercial,LMSYS,20240527
vicuna-7b,Vicuna-7B,1003.9186250168857,Llama 2 Community,LMSYS,20240527
wizardlm-13b,WizardLM-13b-v1.2,1057.99529858815,Llama 2 Community,Microsoft,20240527
wizardlm-70b,WizardLM-70B-v1.0,1105.9809309844786,Llama 2 Community,Microsoft,20240527
yi-34b-chat,Yi-34B-Chat,1110.884139876235,Yi License,01 AI,20240527
yi-34b-chat,Yi-34B-Chat,1110.884139876235,Yi License,01 AI,20240527
yi-large-preview,Yi-Large-preview,1238.9209474535603,Proprietary,01 AI,20240527
zephyr-7b-alpha,Zephyr-7B-alpha,1041.5454958221867,MIT,HuggingFace,20240527
zephyr-7b-beta,Zephyr-7B-beta,1053.0031435623605,MIT,HuggingFace,20240527
zephyr-orpo-141b-A35b-v0.1,Zephyr-ORPO-141b-A35b-v0.1,1127.0001994237148,Apache 2.0,HuggingFace,20240527
RWKV-4-Raven-14B,RWKV-4-Raven-14B,921.3213219753519,Apache 2.0,RWKV,20240602
alpaca-13b,Alpaca-13B,900.9282223193969,Non-commercial,Stanford,20240602
bard-jan-24-gemini-pro,Gemini App (2024-01-24),1208.3687529427525,Proprietary,Google,20240602
chatglm-6b,ChatGLM-6B,878.8393064316256,Non-commercial,Tsinghua,20240602
chatglm2-6b,ChatGLM2-6B,923.5134786947486,Apache-2.0,Tsinghua,20240602
chatglm3-6b,ChatGLM3-6B,954.5649168450935,Apache-2.0,Tsinghua,20240602
claude-1,Claude-1,1148.5759833953198,Proprietary,Anthropic,20240602
claude-2.0,Claude-2.0,1131.2025039207058,Proprietary,Anthropic,20240602
claude-2.1,Claude-2.1,1118.1203288846164,Proprietary,Anthropic,20240602
claude-3-haiku-20240307,Claude 3 Haiku,1178.1607533267372,Proprietary,Anthropic,20240602
claude-3-opus-20240229,Claude 3 Opus,1248.2759443423465,Proprietary,Anthropic,20240602
claude-3-sonnet-20240229,Claude 3 Sonnet,1201.439420761881,Proprietary,Anthropic,20240602
claude-instant-1,Claude-Instant-1,1110.7709352672591,Proprietary,Anthropic,20240602
codellama-34b-instruct,CodeLlama-34B-instruct,1042.8122979101324,Llama 2 Community,Meta,20240602
codellama-70b-instruct,CodeLlama-70B-instruct,1041.8629726194508,Llama 2 Community,Meta,20240602
command-r,Command R (04-2024),1147.6612190185522,CC-BY-NC-4.0,Cohere,20240602
command-r-plus,Command R+ (04-2024),1189.0313064054935,CC-BY-NC-4.0,Cohere,20240602
dbrx-instruct-preview,DBRX-Instruct-Preview,1102.0456310000702,DBRX LICENSE,Databricks,20240602
deepseek-llm-67b-chat,DeepSeek-LLM-67B-Chat,1076.959878164373,DeepSeek License,DeepSeek AI,20240602
dolly-v2-12b,Dolly-V2-12B,822.4270212962397,MIT,Databricks,20240602
dolphin-2.2.1-mistral-7b,Dolphin-2.2.1-Mistral-7B,1062.777766860068,Apache-2.0,Cognitive Computations,20240602
falcon-180b-chat,falcon-180b-chat,1033.2388536320964,Falcon-180B TII License,TII,20240602
fastchat-t5-3b,FastChat-T5-3B,867.6657672826943,Apache 2.0,LMSYS,20240602
gemini-1.5-flash-api-0514,Gemini-1.5-Flash-001,1231.7004998098835,Proprietary,Google,20240602
gemini-1.5-pro-api-0409-preview,Gemini-1.5-Pro-Preview-0409,1257.4742815358056,Proprietary,Google,20240602
gemini-1.5-pro-api-0514,Gemini-1.5-Pro-001,1266.6219112113633,Proprietary,Google,20240602
gemini-advanced-0514,Gemini Advanced App (2024-05-14),1266.033006003148,Proprietary,Google,20240602
gemini-pro,Gemini Pro,1110.7519991961015,Proprietary,Google,20240602
gemini-pro-dev-api,Gemini-1.0-Pro-001,1130.900969670971,Proprietary,Google,20240602
gemma-1.1-2b-it,Gemma-1.1-2b-it,1020.3613415208233,Gemma license,Google,20240602
gemma-1.1-7b-it,Gemma-1.1-7B-it,1084.0247369029591,Gemma license,Google,20240602
gemma-2b-it,Gemma-2B-it,988.97366184919,Gemma license,Google,20240602
gemma-7b-it,Gemma-7B-it,1037.1967780804837,Gemma license,Google,20240602
glm-4-0116,GLM-4-0116,1183.4874280702647,Proprietary,Zhipu AI,20240602
gpt-3.5-turbo-0125,GPT-3.5-Turbo-0125,1102.9706031110968,Proprietary,OpenAI,20240602
gpt-3.5-turbo-0314,GPT-3.5-Turbo-0314,1105.6986170695427,Proprietary,OpenAI,20240602
gpt-3.5-turbo-0613,GPT-3.5-Turbo-0613,1116.5987758825931,Proprietary,OpenAI,20240602
gpt-3.5-turbo-1106,GPT-3.5-Turbo-1106,1067.7549377301457,Proprietary,OpenAI,20240602
gpt-4-0125-preview,GPT-4-0125-preview,1245.913122248968,Proprietary,OpenAI,20240602
gpt-4-0314,GPT-4-0314,1185.96346860432,Proprietary,OpenAI,20240602
gpt-4-0613,GPT-4-0613,1161.030469612865,Proprietary,OpenAI,20240602
gpt-4-1106-preview,GPT-4-1106-preview,1251.3353819630568,Proprietary,OpenAI,20240602
gpt-4-turbo-2024-04-09,GPT-4-Turbo-2024-04-09,1256.1554086688557,Proprietary,OpenAI,20240602
gpt-4o-2024-05-13,GPT-4o-2024-05-13,1286.7244424870219,Proprietary,OpenAI,20240602
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,931.4693483448465,Non-commercial,Nomic AI,20240602
guanaco-33b,Guanaco-33B,1031.7608113517772,Non-commercial,UW,20240602
koala-13b,Koala-13B,963.4773461205971,Non-commercial,UC Berkeley,20240602
llama-13b,LLaMA-13B,798.3458839981915,Non-commercial,Meta,20240602
llama-2-13b-chat,Llama-2-13b-chat,1062.9349073620747,Llama 2 Community,Meta,20240602
llama-2-70b-chat,Llama-2-70B-chat,1092.7554934042719,Llama 2 Community,Meta,20240602
llama-2-7b-chat,Llama-2-7B-chat,1036.6447196958707,Llama 2 Community,Meta,20240602
llama-3-70b-instruct,Llama-3-70B-Instruct,1207.86174787447,Llama 3 Community,Meta,20240602
llama-3-8b-instruct,Llama-3-8B-Instruct,1153.0602444988776,Llama 3 Community,Meta,20240602
llama2-70b-steerlm-chat,NV-Llama2-70B-SteerLM-Chat,1080.1519079405948,Llama 2 Community,Nvidia,20240602
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,1007.9735007092515,Apache 2.0,Mistral,20240602
mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,1071.9277573162815,Apache-2.0,Mistral,20240602
mistral-large-2402,Mistral-Large-2402,1156.4453081769673,Proprietary,Mistral,20240602
mistral-medium,Mistral Medium,1147.6670081387438,Proprietary,Mistral,20240602
mistral-next,Mistral-Next,1123.9646172101925,Proprietary,Mistral,20240602
mixtral-8x22b-instruct-v0.1,Mixtral-8x22b-Instruct-v0.1,1145.7772800823998,Apache 2.0,Mistral,20240602
mixtral-8x7b-instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,1114.0,Apache 2.0,Mistral,20240602
mpt-30b-chat,MPT-30B-chat,1045.1292902063653,CC-BY-NC-SA-4.0,MosaicML,20240602
mpt-7b-chat,MPT-7B-Chat,927.2173417752665,CC-BY-NC-SA-4.0,MosaicML,20240602
nous-hermes-2-mixtral-8x7b-dpo,Nous-Hermes-2-Mixtral-8x7B-DPO,1083.7162633330477,Apache-2.0,NousResearch,20240602
oasst-pythia-12b,OpenAssistant-Pythia-12B,892.9363247006208,Apache 2.0,OpenAssistant,20240602
olmo-7b-instruct,OLMo-7B-instruct,1014.7601387459232,Apache-2.0,Allen AI,20240602
openchat-3.5,OpenChat-3.5,1076.3406798567066,Apache-2.0,OpenChat,20240602
openchat-3.5-0106,OpenChat-3.5-0106,1090.7513623808845,Apache-2.0,OpenChat,20240602
openhermes-2.5-mistral-7b,OpenHermes-2.5-Mistral-7B,1074.2287637118104,Apache-2.0,NousResearch,20240602
palm-2,PaLM-Chat-Bison-001,1003.2596942395667,Proprietary,Google,20240602
phi-3-medium-4k-instruct,Phi-3-Medium-4k-Instruct,1120.3266997618605,MIT,Microsoft,20240602
phi-3-mini-128k-instruct,Phi-3-Mini-128k-Instruct,1036.9640483499245,MIT,Microsoft,20240602
phi-3-mini-4k-instruct,Phi-3-Mini-4k-Instruct,1066.264634201594,MIT,Microsoft,20240602
phi-3-small-8k-instruct,Phi-3-Small-8k-Instruct,1097.3072152606264,MIT,Microsoft,20240602
pplx-70b-online,pplx-70B-online,1077.3602159110605,Proprietary,Perplexity AI,20240602
pplx-7b-online,pplx-7B-online,1044.4470239538791,Proprietary,Perplexity AI,20240602
qwen-14b-chat,Qwen-14B-Chat,1034.1300382674667,Qianwen LICENSE,Alibaba,20240602
qwen-max-0428,Qwen-Max-0428,1182.9830118111777,Proprietary,Alibaba,20240602
qwen1.5-110b-chat,Qwen1.5-110B-Chat,1162.3557406509058,Qianwen LICENSE,Alibaba,20240602
qwen1.5-14b-chat,Qwen1.5-14B-Chat,1108.3200624670515,Qianwen LICENSE,Alibaba,20240602
qwen1.5-32b-chat,Qwen1.5-32B-Chat,1126.0646516287895,Qianwen LICENSE,Alibaba,20240602
qwen1.5-4b-chat,Qwen1.5-4B-Chat,988.1415846308327,Qianwen LICENSE,Alibaba,20240602
qwen1.5-72b-chat,Qwen1.5-72B-Chat,1147.0805932539563,Qianwen LICENSE,Alibaba,20240602
qwen1.5-7b-chat,Qwen1.5-7B-Chat,1069.4990862538139,Qianwen LICENSE,Alibaba,20240602
reka-core-20240501,Reka-Core-20240501,1199.7047238206999,Proprietary,Reka AI,20240602
reka-flash-21b-20240226,Reka-Flash-21B,1147.9542386653268,Proprietary,Reka AI,20240602
reka-flash-21b-20240226-online,Reka-Flash-21B-online,1155.9567935707946,Proprietary,Reka AI,20240602
snowflake-arctic-instruct,Snowflake Arctic Instruct,1089.6885008106633,Apache 2.0,Snowflake,20240602
solar-10.7b-instruct-v1.0,SOLAR-10.7B-Instruct-v1.0,1062.307534632263,CC-BY-NC-4.0,Upstage AI,20240602
stablelm-tuned-alpha-7b,StableLM-Tuned-Alpha-7B,839.9371607204035,CC-BY-NC-SA-4.0,Stability AI,20240602
starling-lm-7b-alpha,Starling-LM-7B-alpha,1088.107812166399,CC-BY-NC-4.0,UC Berkeley,20240602
starling-lm-7b-beta,Starling-LM-7B-beta,1118.7247133346239,Apache-2.0,Nexusflow,20240602
stripedhyena-nous-7b,StripedHyena-Nous-7B,1017.2487310958278,Apache 2.0,Together AI,20240602
tulu-2-dpo-70b,Tulu-2-DPO-70B,1098.8997428826865,AI2 ImpACT Low-risk,AllenAI/UW,20240602
vicuna-13b,Vicuna-13B,1041.3779203756046,Llama 2 Community,LMSYS,20240602
vicuna-33b,Vicuna-33B,1090.2563345468425,Non-commercial,LMSYS,20240602
vicuna-7b,Vicuna-7B,1003.9056211172476,Llama 2 Community,LMSYS,20240602
wizardlm-13b,WizardLM-13b-v1.2,1057.9706372677156,Llama 2 Community,Microsoft,20240602
wizardlm-70b,WizardLM-70B-v1.0,1105.9615245393024,Llama 2 Community,Microsoft,20240602
yi-1.5-34b-chat,Yi-1.5-34B-Chat,1161.7762926565047,Apache-2.0,01 AI,20240602
yi-34b-chat,Yi-34B-Chat,1110.8267506679265,Yi License,01 AI,20240602
yi-34b-chat,Yi-34B-Chat,1110.8267506679265,Yi License,01 AI,20240602
yi-large-preview,Yi-Large-preview,1239.0806669022013,Proprietary,01 AI,20240602
zephyr-7b-alpha,Zephyr-7B-alpha,1041.5455275292034,MIT,HuggingFace,20240602
zephyr-7b-beta,Zephyr-7B-beta,1052.9938508458677,MIT,HuggingFace,20240602
zephyr-orpo-141b-A35b-v0.1,Zephyr-ORPO-141b-A35b-v0.1,1126.9982316819112,Apache 2.0,HuggingFace,20240602
RWKV-4-Raven-14B,RWKV-4-Raven-14B,921.4381467561182,Apache 2.0,RWKV,20240606
alpaca-13b,Alpaca-13B,901.049056749723,Non-commercial,Stanford,20240606
bard-jan-24-gemini-pro,Gemini App (2024-01-24),1208.4092026528585,Proprietary,Google,20240606
chatglm-6b,ChatGLM-6B,878.9503783705454,Non-commercial,Tsinghua,20240606
chatglm2-6b,ChatGLM2-6B,923.5832779721845,Apache-2.0,Tsinghua,20240606
chatglm3-6b,ChatGLM3-6B,954.6092692333303,Apache-2.0,Tsinghua,20240606
claude-1,Claude-1,1148.6373678210812,Proprietary,Anthropic,20240606
claude-2.0,Claude-2.0,1131.2688758450734,Proprietary,Anthropic,20240606
claude-2.1,Claude-2.1,1118.1828396906792,Proprietary,Anthropic,20240606
claude-3-haiku-20240307,Claude 3 Haiku,1178.3267918403071,Proprietary,Anthropic,20240606
claude-3-opus-20240229,Claude 3 Opus,1248.5173991474742,Proprietary,Anthropic,20240606
claude-3-sonnet-20240229,Claude 3 Sonnet,1201.5486117790745,Proprietary,Anthropic,20240606
claude-instant-1,Claude-Instant-1,1110.8322957185876,Proprietary,Anthropic,20240606
codellama-34b-instruct,CodeLlama-34B-instruct,1042.87313466446,Llama 2 Community,Meta,20240606
codellama-70b-instruct,CodeLlama-70B-instruct,1042.14370888362,Llama 2 Community,Meta,20240606
command-r,Command R (04-2024),1147.956283394706,CC-BY-NC-4.0,Cohere,20240606
command-r-plus,Command R+ (04-2024),1189.385732193572,CC-BY-NC-4.0,Cohere,20240606
dbrx-instruct-preview,DBRX-Instruct-Preview,1102.4683273085564,DBRX LICENSE,Databricks,20240606
deepseek-llm-67b-chat,DeepSeek-LLM-67B-Chat,1076.9900127927476,DeepSeek License,DeepSeek AI,20240606
dolly-v2-12b,Dolly-V2-12B,822.541892095335,MIT,Databricks,20240606
dolphin-2.2.1-mistral-7b,Dolphin-2.2.1-Mistral-7B,1062.8422960105572,Apache-2.0,Cognitive Computations,20240606
falcon-180b-chat,falcon-180b-chat,1033.3709578454805,Falcon-180B TII License,TII,20240606
fastchat-t5-3b,FastChat-T5-3B,867.7659796016726,Apache 2.0,LMSYS,20240606
gemini-1.5-flash-api-0514,Gemini-1.5-Flash-001,1231.6738435559646,Proprietary,Google,20240606
gemini-1.5-pro-api-0409-preview,Gemini-1.5-Pro-Preview-0409,1257.5801461596263,Proprietary,Google,20240606
gemini-1.5-pro-api-0514,Gemini-1.5-Pro-001,1266.2486473073234,Proprietary,Google,20240606
gemini-advanced-0514,Gemini Advanced App (2024-05-14),1266.9013048163597,Proprietary,Google,20240606
gemini-pro,Gemini Pro,1110.7806356296264,Proprietary,Google,20240606
gemini-pro-dev-api,Gemini-1.0-Pro-001,1130.9840877716545,Proprietary,Google,20240606
gemma-1.1-2b-it,Gemma-1.1-2b-it,1020.9091147968538,Gemma license,Google,20240606
gemma-1.1-7b-it,Gemma-1.1-7B-it,1083.9479461033204,Gemma license,Google,20240606
gemma-2b-it,Gemma-2B-it,989.0231478883168,Gemma license,Google,20240606
gemma-7b-it,Gemma-7B-it,1037.3074621936264,Gemma license,Google,20240606
glm-4-0116,GLM-4-0116,1183.6476353067474,Proprietary,Zhipu AI,20240606
gpt-3.5-turbo-0125,GPT-3.5-Turbo-0125,1103.178430698867,Proprietary,OpenAI,20240606
gpt-3.5-turbo-0314,GPT-3.5-Turbo-0314,1105.7783223327283,Proprietary,OpenAI,20240606
gpt-3.5-turbo-0613,GPT-3.5-Turbo-0613,1116.6525924467737,Proprietary,OpenAI,20240606
gpt-3.5-turbo-1106,GPT-3.5-Turbo-1106,1067.8016659365542,Proprietary,OpenAI,20240606
gpt-4-0125-preview,GPT-4-0125-preview,1245.8840816388492,Proprietary,OpenAI,20240606
gpt-4-0314,GPT-4-0314,1186.1049043340847,Proprietary,OpenAI,20240606
gpt-4-0613,GPT-4-0613,1161.113378802394,Proprietary,OpenAI,20240606
gpt-4-1106-preview,GPT-4-1106-preview,1251.219570511699,Proprietary,OpenAI,20240606
gpt-4-turbo-2024-04-09,GPT-4-Turbo-2024-04-09,1256.453587972167,Proprietary,OpenAI,20240606
gpt-4o-2024-05-13,GPT-4o-2024-05-13,1286.793605081983,Proprietary,OpenAI,20240606
gpt4all-13b-snoozy,GPT4All-13B-Snoozy,931.5806359150762,Non-commercial,Nomic AI,20240606
guanaco-33b,Guanaco-33B,1031.8481522241364,Non-commercial,UW,20240606
koala-13b,Koala-13B,963.5896873402684,Non-commercial,UC Berkeley,20240606
llama-13b,LLaMA-13B,798.4715300127583,Non-commercial,Meta,20240606
llama-2-13b-chat,Llama-2-13b-chat,1063.0232327909534,Llama 2 Community,Meta,20240606
llama-2-70b-chat,Llama-2-70B-chat,1092.8512341026405,Llama 2 Community,Meta,20240606
llama-2-7b-chat,Llama-2-7B-chat,1036.7311958728587,Llama 2 Community,Meta,20240606
llama-3-70b-instruct,Llama-3-70B-Instruct,1207.725538155563,Llama 3 Community,Meta,20240606
llama-3-8b-instruct,Llama-3-8B-Instruct,1152.9596985737596,Llama 3 Community,Meta,20240606
llama2-70b-steerlm-chat,NV-Llama2-70B-SteerLM-Chat,1080.210896109063,Llama 2 Community,Nvidia,20240606
mistral-7b-instruct,Mistral-7B-Instruct-v0.1,1008.0412261083615,Apache 2.0,Mistral,20240606
mistral-7b-instruct-v0.2,Mistral-7B-Instruct-v0.2,1072.02733610629,Apache-2.0,Mistral,20240606
mistral-large-2402,Mistral-Large-2402,1156.299978972135,Proprietary,Mistral,20240606
mistral-medium,Mistral Medium,1147.724554989876,Proprietary,Mistral,20240606
mistral-next,Mistral-Next,1123.9992608452874,Proprietary,Mistral,20240606
mixtral-8x22b-instruct-v0.1,Mixtral-8x22b-Instruct-v0.1,1146.2182544892719,Apache 2.0,Mistral,20240606
mixtral-8x7b-instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,1114.0,Apache 2.0,Mistral,20240606
mpt-30b-chat,MPT-30B-chat,1045.211587566191,CC-BY-NC-SA-4.0,MosaicML,20240606
mpt-7b-chat,MPT-7B-Chat,927.3195839863306,CC-BY-NC-SA-4.0,MosaicML,20240606
nous-hermes-2-mixtral-8x7b-dpo,Nous-Hermes-2-Mixtral-8x7B-DPO,1083.76076879449,Apache-2.0,NousResearch,20240606
oasst-pythia-12b,OpenAssistant-Pythia-12B,893.0573147823654,Apache 2.0,OpenAssistant,20240606
